decimalLatitude,decimalLongitude,eventDate,species,label
28.969,122.854,2005-06-21T09:35:57,Green Sea Turtle,1
39.905,135.952,2011-07-25T14:34,Green Sea Turtle,1
38.315,-158.7,2004-08-28T08:36:33,Green Sea Turtle,1
40.45,5.068,2017-12-01T11:26:00+00:00,Green Sea Turtle,1
39.683,3.892,2017-12-10T11:42:00+00:00,Green Sea Turtle,1
-21.95,113.923,2024-03-29T04:04:05Z,Green Sea Turtle,1
-14.02997,65.7223,2011-02-05T21:32:34,Green Sea Turtle,1
36.488,-2.701,2016-07-31T15:54:00+00:00,Green Sea Turtle,1
38.45666667,-28.65833333,2004-04-28,Green Sea Turtle,1
37.464,7.73,2018-02-02T09:42:00+00:00,Green Sea Turtle,1
39.369,-0.191,2017-10-20T09:36:00+00:00,Green Sea Turtle,1
29.55,-80.8,1968-05,Green Sea Turtle,1
34.751,122.503,2005-09-28T11:15:41,Green Sea Turtle,1
49.719,141.932,2011-09-12T06:34,Green Sea Turtle,1
18.196,-65.521,2005-10-08T03:47:44,Green Sea Turtle,1
32.868,-179.214,2011-06-06T06:29,Green Sea Turtle,1
41.362,154.966,2009-10-04T18:41,Green Sea Turtle,1
35.089,139.215,2007-10-05T04:59,Green Sea Turtle,1
31.827,173.87,2008-04-15T17:23,Green Sea Turtle,1
-36.79856,27.25207,2012-12-01T15:39:57,Green Sea Turtle,1
34.613,-153.881,2013-02-17T19:15,Green Sea Turtle,1
44.828556,12.603194,2013,Green Sea Turtle,1
34.5,-66.5,2005-08-14T11:32:47/2005-08-14T11:32:47,Green Sea Turtle,1
41.995,165.876,2010-08-18T14:03,Green Sea Turtle,1
37.4772,-25.537,2011-06-14T19:05:00Z/2011-06-14T19:05:00Z,Green Sea Turtle,1
-23.44093,52.41469,2009-10-23T15:09:15,Green Sea Turtle,1
38.0767,0.23,2001-02-11T00:00:00,Green Sea Turtle,1
27.966483,-80.069633,1998-08-07,Green Sea Turtle,1
34.248892,-76.797099,2006-03-06T09:54,Green Sea Turtle,1
28.7622,-80.5613,NA,Green Sea Turtle,1
41.557,151.775,2010-09-27T12:55,Green Sea Turtle,1
37.6713,-0.7043,2017-12-29T20:41:00+00:00,Green Sea Turtle,1
37.6096,-25.4519,2017-06-15T11:00:00,Green Sea Turtle,1
40.447,1.667,2017-11-11T09:21:00+00:00,Green Sea Turtle,1
-16.81151,59.53974,2011-04-27T20:55:11,Green Sea Turtle,1
36.829,-178.374,2008-05-09T09:33,Green Sea Turtle,1
37.837,178.492,2010-06-26T19:14,Green Sea Turtle,1
-15.99551,63.62587,2011-01-23T09:07:11,Green Sea Turtle,1
34.713,-178.94,2012-06-25T19:52,Green Sea Turtle,1
46.0166683197,-43.5749988556,1995-09-25T00:00:00Z,Green Sea Turtle,1
36.161,-168.981,2013-07-26T20:37,Green Sea Turtle,1
25.266,-118.347,2004-05-23T17:37:17,Green Sea Turtle,1
30.167,-171.365,1997-03-22T19:51,Green Sea Turtle,1
35.237999,11.159,2011-10-08T06:54:41,Green Sea Turtle,1
37.343,7.457,2018-01-30T07:50:00+00:00,Green Sea Turtle,1
30.685,122.887,2011-11-03T17:38:04,Green Sea Turtle,1
0.38086,43.2447,2011-03-31T06:57:30,Green Sea Turtle,1
30.905,-174.661,2011-04-22T07:39,Green Sea Turtle,1
38.80667,-73.70828,2016-08-05T13:17:49,Green Sea Turtle,1
38.2237,-28.1,2020-09-01T15:10:00,Green Sea Turtle,1
33.401,-157.625,2011-04-08T18:41,Green Sea Turtle,1
37.965,-164.128,2003-08-14T01:36:26,Green Sea Turtle,1
35.001742,-75.662604,2006-02-02T11:28,Green Sea Turtle,1
37.317,-1.576,2016-06-19T10:13:00+00:00,Green Sea Turtle,1
36.722401,-74.903386,2017-05-16T16:09:08,Green Sea Turtle,1
31.824,-151.26,2003-04-02T02:35:21,Green Sea Turtle,1
38.7204,-28.7345,2015-05-04T12:01:00,Green Sea Turtle,1
35.5,13.5,2007-06-06T22:52:06/2007-06-06T22:52:06,Green Sea Turtle,1
37.333,171.004,2003-11-21T11:33:52,Green Sea Turtle,1
37.56,176.468,2011-02-17T08:10,Green Sea Turtle,1
-21.75268,54.01175,2009-03-09T03:27:29,Green Sea Turtle,1
37.6501,-25.3408,2017-07-12T16:32:00,Green Sea Turtle,1
41.331,172.14,2009-09-28T18:01,Green Sea Turtle,1
28.3887,-80.00885,1997-07-30,Green Sea Turtle,1
38.736,14.461,2018-05-05T13:40:00+00:00,Green Sea Turtle,1
30.16552,-80.578039,2014-07-11T13:54:37,Green Sea Turtle,1
-21.95,113.922,2024-02-24T22:12:04Z,Green Sea Turtle,1
37.20798,-75.7282,2011-05-31T16:28:32,Green Sea Turtle,1
35.416,20.355,2018-05-16T07:49:00+00:00,Green Sea Turtle,1
-24.47733,53.75975,2010-01-16T21:31:05,Green Sea Turtle,1
16.00616,54.82698,2011-04-12T08:08:34,Green Sea Turtle,1
-23.56099,52.38768,2011-01-03T12:10:49,Green Sea Turtle,1
31.423,127.114,2004-05-25T19:09:22,Green Sea Turtle,1
37.322315,-75.114288,2018-06-17T09:07:32,Green Sea Turtle,1
-21.966,113.942,2024-02-29T01:49:32Z,Green Sea Turtle,1
38.614,-166.304,1998-11-07T07:19,Green Sea Turtle,1
-21.893,113.985,2024-03-03T00:00:00Z,Green Sea Turtle,1
34.414,13.048,2018-04-21T05:51:00+00:00,Green Sea Turtle,1
34.302,175.666,2008-05-13T17:20,Green Sea Turtle,1
36.332,-160.683,2000-05-04T07:07,Green Sea Turtle,1
-13.66911,65.68915,2011-02-07T08:12:33,Green Sea Turtle,1
24.799,120.035,2011-03-20T01:15:40,Green Sea Turtle,1
-22.8852,54.8054,2010-11-01T14:02:11,Green Sea Turtle,1
38.367,-74.45,1979-06-16T16:52:00,Green Sea Turtle,1
45.28,-44.46,2004-07-24,Green Sea Turtle,1
37.26,-173.95,1998-11-04T06:46,Green Sea Turtle,1
38.349,18.734,2016-10-01T10:05:00+00:00,Green Sea Turtle,1
35.995,-174.687,2004-07-23T17:17:21,Green Sea Turtle,1
39.651,154.939,2009-07-09T06:22,Green Sea Turtle,1
11.2781,-73.8647,2014-06-01/2014-08-10,Green Sea Turtle,1
12.792,-69.563,2004-07-12T11:21:37,Green Sea Turtle,1
-22.03493,54.93549,2009-12-26T14:53:46,Green Sea Turtle,1
11.257,-73.79,2015-05-16,Green Sea Turtle,1
-21.952,113.929,2024-02-25T10:47:01Z,Green Sea Turtle,1
41.183,152.702,2011-11-07T17:13,Green Sea Turtle,1
35.824,141.161,2010-06-03T12:02,Green Sea Turtle,1
35.692,-175.921,2004-07-11T02:44:11,Green Sea Turtle,1
35.287,-166.929,1998-12-02T08:04,Green Sea Turtle,1
38.17802,-74.48381,2014-08-01T14:11:27,Green Sea Turtle,1
38.0,151.374,2007-11-20T05:58,Green Sea Turtle,1
28.7622,-80.5726,NA,Green Sea Turtle,1
-22.64713,53.92517,2010-10-13T07:02:07,Green Sea Turtle,1
-35.9013,25.23799,2012-06-27T07:55:11,Green Sea Turtle,1
40.1398,-72.8755,2018-08-08T14:08:13,Green Sea Turtle,1
22.5,-109.5,2015-11-13T16:36:58/2015-11-13T21:38:33,Green Sea Turtle,1
26.4,-80.05,1968-05,Green Sea Turtle,1
36.558,-177.834,2012-05-26T09:05,Green Sea Turtle,1
39.7667,0.2833,2000-06-02T00:00:00,Green Sea Turtle,1
37.931999,23.570999,2011-10-06T00:23:38,Green Sea Turtle,1
-16.83336,59.47238,2011-04-26T13:43:47,Green Sea Turtle,1
39.388,-173.678,2004-09-29T01:43:12,Green Sea Turtle,1
38.307,161.261,2011-11-13T16:53,Green Sea Turtle,1
24.875,119.688,2003-04-18T12:40:45,Green Sea Turtle,1
38.2184,3.301,2018-07-28T17:36:00+00:00,Green Sea Turtle,1
41.91,147.585,2011-08-11T06:35,Green Sea Turtle,1
32.188,-145.524,1998-02-23T08:04,Green Sea Turtle,1
38.771,164.678,2012-11-08T17:35,Green Sea Turtle,1
46.97,-2.21,2001-02-02,Green Sea Turtle,1
38.9823,-72.2171,2019-04-29T14:38:01,Green Sea Turtle,1
39.79668,3.50111,2017-07-29T08:57:00+00:00,Green Sea Turtle,1
-21.946,113.916,2023-12-02T23:03:24Z,Green Sea Turtle,1
28.387817,-80.15655,1997-08-18,Green Sea Turtle,1
11.2781,-73.8647,2015-06-01/2015-08-10,Green Sea Turtle,1
37.756,-0.686,2016-10-14T15:05:00+00:00,Green Sea Turtle,1
34.5,-76.5,2014-06-19T04:09:16/2014-06-19T13:00:25,Green Sea Turtle,1
35.037998,11.831,2010-12-17T07:40:39,Green Sea Turtle,1
11.2781,-73.8647,2018-06-01/2018-08-10,Green Sea Turtle,1
38.398,-73.97121,2004-06-18T16:18:18,Green Sea Turtle,1
-21.946,113.946,2024-03-02T02:47:19Z,Green Sea Turtle,1
-21.941,113.919,2024-03-28T10:03:18Z,Green Sea Turtle,1
37.64517,-75.01103,2011-05-31T15:18:38,Green Sea Turtle,1
40.5,14.5,2022-12-23T06:47:57/2023-06-27T11:21:15,Green Sea Turtle,1
-40.21863,35.75533,2012-04-29T14:46:09,Green Sea Turtle,1
39.351,175.411,2004-07-25T03:37:04,Green Sea Turtle,1
37.7506,-25.9261,2018-08-01T12:00:00,Green Sea Turtle,1
36.191,-178.863,1997-08-05T07:15,Green Sea Turtle,1
29.964161,-80.630161,2013-09-05T16:33,Green Sea Turtle,1
34.168,-76.919,2002-02-19T11:37,Green Sea Turtle,1
28.834,125.915,2003-08-10T23:04:50,Green Sea Turtle,1
37.117,-174.576,2008-06-07T18:15,Green Sea Turtle,1
-29.79263,45.60455,2009-11-13T07:56:29,Green Sea Turtle,1
39.37,154.743,2011-11-28T18:33,Green Sea Turtle,1
38.50023,-74.62111,2014-06-19T09:30:07,Green Sea Turtle,1
-10.75097,52.02632,2010-11-20T03:19:35,Green Sea Turtle,1
1.86052,46.18775,2011-11-12T15:56:13,Green Sea Turtle,1
29.98,131.205,2004-05-04T09:57:43,Green Sea Turtle,1
40.16,-68.05,1997-07-17,Green Sea Turtle,1
37.8573,7.456,2018-12-10T08:19:00+00:00,Green Sea Turtle,1
36.7875,-75.772,1999-08-28 12:04:52,Green Sea Turtle,1
29.05,-80.883,1966-05,Green Sea Turtle,1
37.6132,-76.15653,2011-07-26T20:06:44,Green Sea Turtle,1
39.882,5.086,2017-12-13T09:15:00+00:00,Green Sea Turtle,1
37.65,-26.0,2002-07-01T15:45:00Z/2002-07-01T15:45:00Z,Green Sea Turtle,1
28.141467,-80.185167,2004-08-24,Green Sea Turtle,1
30.822,-161.897,2004-03-19T09:35:52,Green Sea Turtle,1
18.218,-65.614,2005-09-08T18:31:16,Green Sea Turtle,1
43.148,171.4,2012-08-30T17:39,Green Sea Turtle,1
-27.98472,43.02549,2012-01-02T20:50:41,Green Sea Turtle,1
-8.19888,50.79274,2011-11-04T13:47:20,Green Sea Turtle,1
37.2,-75.25,1979-06-16T09:52:00,Green Sea Turtle,1
28.736,123.852,2003-06-21T20:35:08,Green Sea Turtle,1
35.5,34.5,2005-08-03T19:12:54/2005-08-12T02:09:58,Green Sea Turtle,1
36.113,-165.46,2012-05-20T19:24,Green Sea Turtle,1
29.112,125.684,2008-07-23T00:17:30,Green Sea Turtle,1
28.6,-78.68,2004-02-09,Green Sea Turtle,1
34.5,-60.5,2012-12-31T06:17:00/2013-02-01T01:16:06,Green Sea Turtle,1
37.4436,6.1254,2018-12-09T07:51:00+00:00,Green Sea Turtle,1
35.524,-176.845,2008-05-07T09:11,Green Sea Turtle,1
36.513,158.423,2010-05-31T12:56,Green Sea Turtle,1
43.5,-45.06,2000-07-07,Green Sea Turtle,1
44.0,-41.0,1994-08-04,Green Sea Turtle,1
31.448,-153.365,2003-04-17T17:24:31,Green Sea Turtle,1
23.858,-131.03,1998-01-19T08:24,Green Sea Turtle,1
35.342999,25.778999,2011-09-03T01:06:34,Green Sea Turtle,1
37.078594,-75.260902,2018-05-25T08:43:37,Green Sea Turtle,1
-21.936,113.921,2023-11-28T23:19:00Z,Green Sea Turtle,1
38.906,15.313,2018-05-27T10:22:00+00:00,Green Sea Turtle,1
-18.74204,54.28258,2011-04-05T09:22:14,Green Sea Turtle,1
-9.25834,48.46853,2010-12-26T00:54:14,Green Sea Turtle,1
38.682,-74.67371,2004-06-18T17:18:12,Green Sea Turtle,1
17.75371,55.72009,2011-05-30T14:50:34,Green Sea Turtle,1
-32.39847,35.69458,2012-02-02T07:43:21,Green Sea Turtle,1
-25.83196,53.06013,2010-11-28T20:54:10,Green Sea Turtle,1
41.884,172.178,2010-10-11T07:24,Green Sea Turtle,1
-21.973,113.965,2024-03-12T22:09:54Z,Green Sea Turtle,1
40.2969,-72.4619,2017-08-14T09:04:55,Green Sea Turtle,1
11.2781,-73.8647,2018-06-01/2018-08-10,Green Sea Turtle,1
42.45,-152.44,2011-09-08T19:34,Green Sea Turtle,1
36.693,12.128,2018-03-07T09:59:00+00:00,Green Sea Turtle,1
-15.5,153.5,2018-02-04T02:59:37/2018-02-06T10:03:55,Green Sea Turtle,1
34.932999,11.059,2010-09-28T20:08:50,Green Sea Turtle,1
44.0,-44.0,1998-10-25,Green Sea Turtle,1
-15.5,123.5,2016-03-04T18:01:13/2016-03-13T16:34:23,Green Sea Turtle,1
35.469262,-74.942983,2006-12-11T11:10,Green Sea Turtle,1
-6.09337,53.99778,2011-03-11T21:34:13,Green Sea Turtle,1
38.752,132.739,2011-11-19T20:35,Green Sea Turtle,1
40.65,-66.65,2001-07-26,Green Sea Turtle,1
37.124,131.61,2011-10-03T11:08,Green Sea Turtle,1
37.352,4.673,2018-04-06T15:56:00+00:00,Green Sea Turtle,1
30.556574,-80.447538,2014-10-21T11:55:47,Green Sea Turtle,1
-37.36217,46.49017,2011-03-12T07:46:33,Green Sea Turtle,1
40.147,175.916,2012-08-10T19:08,Green Sea Turtle,1
40.381,160.567,2010-11-30T12:51,Green Sea Turtle,1
27.5,-38.5,2005-04-25T11:34:21/2005-04-25T11:34:21,Green Sea Turtle,1
30.5,-167.5,2000-02-10T06:46:14/2000-02-10T08:20:17,Green Sea Turtle,1
34.819,24.117001,2010-11-05T18:05:32,Green Sea Turtle,1
39.484,0.489,2017-11-02T10:47:00+00:00,Green Sea Turtle,1
38.326,171.724,2012-06-22T17:51,Green Sea Turtle,1
36.530855,-75.605579,2008-06-05T10:15:00,Green Sea Turtle,1
21.748,117.457,2007-04-13T00:42:50,Green Sea Turtle,1
35.918,19.124,2018-05-04T13:49:00+00:00,Green Sea Turtle,1
34.9,174.443,2011-06-30T13:52,Green Sea Turtle,1
-12.16874,65.0026,2011-02-11T15:32:38,Green Sea Turtle,1
35.35,-75.45,1979-09-18T13:36:00,Green Sea Turtle,1
-17.79478,54.13571,2008-10-21T04:53:35,Green Sea Turtle,1
35.511,-2.82,2016-11-08T07:58:00+00:00,Green Sea Turtle,1
36.78,-24.03,2001-07-20T15:14:00Z/2001-07-20T15:14:00Z,Green Sea Turtle,1
-21.95,113.91,2023-11-06T02:21:08Z,Green Sea Turtle,1
36.756,160.705,2012-01-12T20:02,Green Sea Turtle,1
37.7014,-25.6535,2016-05-11T09:36:00,Green Sea Turtle,1
38.312,154.644,2010-06-21T11:35,Green Sea Turtle,1
40.739,-160.272,2008-10-10T08:43,Green Sea Turtle,1
43.64,170.355,2009-09-14T19:54,Green Sea Turtle,1
36.58433,-75.79668,2011-05-31T18:46:05,Green Sea Turtle,1
-16.75215,59.61876,2011-05-21T14:39:17,Green Sea Turtle,1
-23.57129,53.77427,2009-10-21T07:13:15,Green Sea Turtle,1
-21.74106,53.63017,2010-01-30T20:58:56,Green Sea Turtle,1
-21.942,113.926,2024-02-17T00:09:59Z,Green Sea Turtle,1
29.311,-141.536,2000-02-08T11:38,Green Sea Turtle,1
39.96526,-72.892601,2016-09-13T05:36:56,Green Sea Turtle,1
40.94,150.02,2010-07-22T05:39,Green Sea Turtle,1
-17.03794,52.66932,2011-08-31T08:05:34,Green Sea Turtle,1
37.5596,-75.04258,2011-05-25T15:52:47,Green Sea Turtle,1
42.187,159.527,2011-09-06T07:21,Green Sea Turtle,1
33.716171,-77.067002,2008-04-25T15:53,Green Sea Turtle,1
27.761,123.251,2003-05-05T07:13:38,Green Sea Turtle,1
39.137,164.703,2009-11-18T08:33,Green Sea Turtle,1
11.2781,-73.8647,2021-06-01/2021-08-11,Green Sea Turtle,1
40.868,1.695,2017-11-02T10:44:00+00:00,Green Sea Turtle,1
40.3,-67.73,2003-10-05,Green Sea Turtle,1
29.1902,-80.592,1992-02-14T13:58:03,Green Sea Turtle,1
-14.60631,44.99845,2012-04-01T19:00:22,Green Sea Turtle,1
40.301464,-72.630188,2016-08-18T11:47:13,Green Sea Turtle,1
38.233,-74.533,1979-06-16T14:39:00,Green Sea Turtle,1
-27.20542,49.36879,2009-11-02T01:00:42,Green Sea Turtle,1
35.065,-158.751,2000-05-28T19:27,Green Sea Turtle,1
27.705,122.674,2003-05-22T19:23:57,Green Sea Turtle,1
29.994,-85.846,2011-07-08T11:47:00,Green Sea Turtle,1
31.477,-144.137,2003-02-05T10:19:42,Green Sea Turtle,1
9.21714,50.72751,2012-03-06T03:31:22,Green Sea Turtle,1
34.141,-169.458,2003-05-10T10:03:07,Green Sea Turtle,1
39.202511,-73.017454,2009-08-26T12:00:00,Green Sea Turtle,1
38.3236,-28.491,2017-06-08T10:35:00,Green Sea Turtle,1
40.603,169.493,2011-11-02T18:04,Green Sea Turtle,1
39.19,-169.574,2010-12-21T08:47,Green Sea Turtle,1
38.6731,-28.7366,2018-08-27T11:42:00,Green Sea Turtle,1
37.93,23.57,2011-08-26T00:47:40,Green Sea Turtle,1
45.3500003815,-41.2583351135,1995-08-19T00:00:00Z,Green Sea Turtle,1
27.85611,-80.19259,2005-07-25,Green Sea Turtle,1
-14.84727,54.69267,2011-05-30T21:55:43,Green Sea Turtle,1
30.10043,-80.667619,2014-07-10T15:12:28,Green Sea Turtle,1
39.643,154.942,2011-11-26T11:56,Green Sea Turtle,1
34.814,-179.628,2011-02-19T08:27,Green Sea Turtle,1
41.5,-60.5,2009-06-24T20:27:10/2009-06-25T03:07:54,Green Sea Turtle,1
36.3221,0.2146,2018-11-16T06:43:00+00:00,Green Sea Turtle,1
37.13306,-75.2217,2012-07-29T19:51:32,Green Sea Turtle,1
41.3705,4.5203,2017-07-21T08:49:00+00:00,Green Sea Turtle,1
33.937,151.102,2011-08-03T19:52,Green Sea Turtle,1
39.651,148.976,2011-09-13T07:47,Green Sea Turtle,1
35.9387,11.4142,2018-02-22T08:14:00+00:00,Green Sea Turtle,1
40.156,154.239,2011-11-22T15:38,Green Sea Turtle,1
-31.25766,36.83179,2012-01-28T09:37:53,Green Sea Turtle,1
36.921,-167.698,2013-08-03T19:41,Green Sea Turtle,1
36.996868,-75.588737,2018-07-14T13:29:18,Green Sea Turtle,1
29.539,-155.964,1998-03-24T19:57,Green Sea Turtle,1
37.95,-29.2,2000-05-14T17:01:00Z/2000-05-14T17:01:00Z,Green Sea Turtle,1
37.286,10.863,2018-05-11T07:04:00+00:00,Green Sea Turtle,1
38.9,-28.6,2003-05-23T17:05:00Z/2003-05-23T17:05:00Z,Green Sea Turtle,1
37.1555,0.3067,2018-11-08T18:09:00+00:00,Green Sea Turtle,1
31.274,174.612,2012-05-24T14:45,Green Sea Turtle,1
-21.926,113.963,2024-03-07T22:15:30Z,Green Sea Turtle,1
37.622,-172.441,2000-10-03T06:32,Green Sea Turtle,1
35.041197,-75.060513,2006-12-17T10:44,Green Sea Turtle,1
45.25,-41.75,1995-07-22,Green Sea Turtle,1
-26.43366,47.35344,2011-12-21T01:59:12,Green Sea Turtle,1
-21.974,113.907,2024-03-01T23:46:28Z,Green Sea Turtle,1
39.875,5.377,2018-01-29T09:25:00+00:00,Green Sea Turtle,1
34.433,12.564,2018-04-25T15:33:00+00:00,Green Sea Turtle,1
38.82,169.36,2010-11-06T13:37,Green Sea Turtle,1
37.187,170.367,2012-05-01T07:20,Green Sea Turtle,1
-36.60215,23.6061,2012-07-05T08:04:48,Green Sea Turtle,1
26.74966,-79.93207,2019-06-06T09:56:15,Green Sea Turtle,1
40.404137,-71.85376,2013-09-01T12:00:00,Green Sea Turtle,1
40.621,1.944,2017-11-18T08:14:00+00:00,Green Sea Turtle,1
27.85611,-80.19259,2005-07-25,Green Sea Turtle,1
31.236,178.356,2012-04-29T18:43,Green Sea Turtle,1
39.85,-71.567,1979-09-20T11:32:00,Green Sea Turtle,1
-37.0858,27.33009,2012-09-26T16:54:33,Green Sea Turtle,1
36.543,-162.885,2012-11-10T10:04,Green Sea Turtle,1
37.08811,-74.86051,2019-05-29T10:35:23,Green Sea Turtle,1
8.5,-14.5,2005-10-25T05:13:38/2005-10-25T05:13:38,Green Sea Turtle,1
42.823,156.797,2010-10-07T12:31,Green Sea Turtle,1
-20.40639,54.56938,2010-12-31T20:53:00,Green Sea Turtle,1
31.24642,-80.79159,2020-01-02T11:26:01,Green Sea Turtle,1
38.201,154.788,2011-12-29T07:09,Green Sea Turtle,1
35.55,-75.3,1979-06-15T07:13:00,Green Sea Turtle,1
33.2662,-79.1681,NA,Green Sea Turtle,1
42.364,-177.879,2012-09-15T11:14,Green Sea Turtle,1
28.45165,-80.085417,1997-09-09,Green Sea Turtle,1
37.646,163.582,2001-06-03T12:17,Green Sea Turtle,1
26.152,-113.005,2006-08-28T01:35,Green Sea Turtle,1
36.2136,11.2312,2018-02-28T16:49:00+00:00,Green Sea Turtle,1
29.475,126.449,2004-03-20T09:36:16,Green Sea Turtle,1
39.832,173.381,2009-10-08T19:19,Green Sea Turtle,1
40.194,170.385,2012-08-24T16:41,Green Sea Turtle,1
30.5,19.5,2007-08-25T00:52:57/2007-12-03T04:59:45,Green Sea Turtle,1
35.175,174.472,2011-05-10T14:22,Green Sea Turtle,1
35.749,-173.214,2010-07-04T10:47,Green Sea Turtle,1
-15.39887,55.19069,2008-10-28T16:11:12,Green Sea Turtle,1
39.417,-73.383,1967-07,Green Sea Turtle,1
23.828,117.895,2003-05-18T10:10:01,Green Sea Turtle,1
40.298,1.421,2016-11-29T13:08:00+00:00,Green Sea Turtle,1
-19.55178,53.26407,2011-09-21T13:04:17,Green Sea Turtle,1
34.182,13.168,2018-01-10T10:20:00+00:00,Green Sea Turtle,1
46.0,-43.85,2002-07-25,Green Sea Turtle,1
37.523,173.951,2004-07-02T21:46,Green Sea Turtle,1
-10.50689,50.71945,2011-10-25T08:29:02,Green Sea Turtle,1
31.929,179.507,1997-05-19T18:02,Green Sea Turtle,1
44.8,-46.86,1997-09-21,Green Sea Turtle,1
-21.72212,54.73826,2010-09-19T09:17:19,Green Sea Turtle,1
41.176,174.621,2010-10-23T07:39,Green Sea Turtle,1
26.583,-80.017,1967-09,Green Sea Turtle,1
38.523,165.577,2010-11-30T12:47,Green Sea Turtle,1
38.12143,-74.75616,2011-05-31T14:16:28,Green Sea Turtle,1
-13.61853,52.31822,2011-10-11T06:04:36,Green Sea Turtle,1
-39.21768,22.27219,2012-09-02T13:36:36,Green Sea Turtle,1
34.493564,-75.980828,2008-02-29T15:21:00,Green Sea Turtle,1
37.007,165.373,2010-11-24T12:11,Green Sea Turtle,1
-14.76369,43.9295,2012-03-30T13:41:04,Green Sea Turtle,1
30.300562,-80.107734,2014-02-18T10:11:43,Green Sea Turtle,1
-16.81136,59.55736,2011-05-09T09:13:42,Green Sea Turtle,1
-21.947,113.918,2024-02-10T00:00:00Z,Green Sea Turtle,1
37.93935,0.0377,2002-06-21T00:00:00,Green Sea Turtle,1
40.313585,-72.918474,2009-08-08T12:00:00,Green Sea Turtle,1
43.0,-43.0,1994-07-31,Green Sea Turtle,1
-21.949,113.924,2023-12-02T01:36:28Z,Green Sea Turtle,1
36.702,-159.964,2003-07-09T01:14:43,Green Sea Turtle,1
37.1909,-75.78033,2012-06-09T14:43:05,Green Sea Turtle,1
35.938,-177.965,2012-12-25T19:42,Green Sea Turtle,1
37.7109,0.531,2018-07-29T19:55:00+00:00,Green Sea Turtle,1
32.728,127.238,1999-11-02T14:01,Green Sea Turtle,1
39.141,-168.468,2000-07-18T10:13,Green Sea Turtle,1
-15.62883,40.99278,2012-03-21T07:27:16,Green Sea Turtle,1
37.1412,2.9915,2017-12-14T05:45:00+00:00,Green Sea Turtle,1
40.86,140.27,2011-09-26T15:53,Green Sea Turtle,1
34.665,168.743,2008-06-20T16:46,Green Sea Turtle,1
-7.99681,47.28553,2011-10-02T13:03:59,Green Sea Turtle,1
33.558,15.543,2018-03-02T09:18:00+00:00,Green Sea Turtle,1
34.371,-162.107,1998-06-14T01:19,Green Sea Turtle,1
33.472,-172.347,2010-04-18T20:22,Green Sea Turtle,1
35.479,178.401,2013-01-27T19:17,Green Sea Turtle,1
42.883,156.914,2010-10-09T12:11,Green Sea Turtle,1
38.893,137.353,2011-07-23T15:20,Green Sea Turtle,1
36.671637,-75.364494,2015-06-19T13:47:46,Green Sea Turtle,1
36.8473,9.0395,2018-07-21T04:06:00+00:00,Green Sea Turtle,1
47.118,141.901,2011-08-31T16:43,Green Sea Turtle,1
31.86,174.917,2012-07-19T18:30,Green Sea Turtle,1
-40.09,22.67937,2012-07-31T10:12:34,Green Sea Turtle,1
45.255,144.24,2011-08-23T18:15,Green Sea Turtle,1
40.96,2.334,2016-09-06T17:00:00+00:00,Green Sea Turtle,1
37.5,15.5,2006-04-22T01:06:26/2006-05-21T13:27:25,Green Sea Turtle,1
30.56656,-80.255401,2014-06-25T09:09:48,Green Sea Turtle,1
38.015999,23.528999,2011-09-08T00:11:17,Green Sea Turtle,1
-36.17813,27.78616,2012-11-13T07:28:55,Green Sea Turtle,1
36.693,156.782,2010-06-27T20:14,Green Sea Turtle,1
39.64912,-0.20374,2018-07-04T17:47:00+00:00,Green Sea Turtle,1
28.141467,-80.185167,2004-08-24,Green Sea Turtle,1
37.397,165.998,2001-06-11T01:02,Green Sea Turtle,1
41.051697,-70.105927,2011-08-20T10:17:48,Green Sea Turtle,1
37.396,9.505,2018-02-12T11:15:00+00:00,Green Sea Turtle,1
38.512048,-51.269189,2008-02-16T12:00:00,Green Sea Turtle,1
38.1,-28.4,2003-05-22T15:53:00Z/2003-05-22T15:53:00Z,Green Sea Turtle,1
11.2781,-73.8647,2014-06-01/2014-08-10,Green Sea Turtle,1
38.867,-73.883,1967-08,Green Sea Turtle,1
38.75,-151.143,2011-08-03T17:59,Green Sea Turtle,1
30.228,160.747,2006-01-19T01:55:36,Green Sea Turtle,1
33.849216,-76.716228,2008-02-29T10:15,Green Sea Turtle,1
38.5583,1.0992,2017-12-23T06:03:00+00:00,Green Sea Turtle,1
41.879,162.773,2010-10-16T11:59,Green Sea Turtle,1
20.5,-90.5,2005-08-31T20:27:41/2006-01-19T18:58:01,Green Sea Turtle,1
37.76062,-74.87141,2011-05-30T15:08:51,Green Sea Turtle,1
41.006,157.055,2011-10-24T17:16,Green Sea Turtle,1
37.395,8.997,2018-04-21T06:01:00+00:00,Green Sea Turtle,1
38.799,158.114,2009-07-11T07:07,Green Sea Turtle,1
37.07619,-75.47104,2012-06-09T18:53:41,Green Sea Turtle,1
-25.18862,33.91091,2012-07-17T17:52:24,Green Sea Turtle,1
37.6154,-25.2967,2012-08-04T14:08:00,Green Sea Turtle,1
-36.14612,27.74457,2012-11-12T23:59:15,Green Sea Turtle,1
31.7653,-80.7213,NA,Green Sea Turtle,1
33.899,-157.648,2004-02-20T18:35:12,Green Sea Turtle,1
37.68,163.018,2013-06-06T06:25,Green Sea Turtle,1
-21.962,113.923,2024-03-26T23:50:27Z,Green Sea Turtle,1
29.083,-80.417,1968-05,Green Sea Turtle,1
39.323,174.918,2011-11-28T18:22,Green Sea Turtle,1
